67180	239	1663878	4761	2010
67218	203	1356936	2477	2010
67447	126	1623771	4161	2010
67482	2764	2024004	8211	2010
68066	458	1645615	5052	2010
68224	572	1726765	5835	2010
68297	107	1544817	4237	2010
24037	208	1503286	4137	2010
24322	215	1776409	6318	2010
33039	77	1389276	3280	2010
33063	3614	1716319	5646	2010
33192	239	1505205	3937	2010
33529	428	1534584	4483	2010
33069	513	2079595	9003	2010
33243	227	1661938	5541	2010
33281	529	1452278	3448	2010
33318	447	1524034	4554	2010
33449	195	1442656	3676	2010
33522	312	1420062	3103	2010
33550	149	1713861	5750	2010
40088	209	1676020	5703	2010
40192	180	1440472	3390	2010
47001	219	1616517	5063	2010
47323	158	1497517	3570	2010
64024	711	1489724	3955	2010
64102	414	1620834	4907	2010
64122	832	1609605	5175	2010
64445	852	1489913	4195	2010
3185	250	1631004	4835	2010
3190	128	1528841	3746	2010
3310	334	1470355	4482	2010
15014	216	1592002	4695	2010
43157	125	1586092	4720	2010
63113	874	1611310	5087	2010
14118	1093	1646511	4964	2010
14366	133	1436272	3487	2010
50129	224	1559220	3783	2010
50502	108	1460299	3695	2010
61001	155	1574399	3863	2010
21054	251	1620821	3811	2010
21231	1376	1624797	5237	2010
58194	223	1612484	5445	2010
71076	283	1485775	3995	2010
71153	91	1392164	3504	2010
71270	221	1728769	7694	2010
71306	55	1577482	4681	2010
89024	276	1455482	3556	2010
89387	206	1706614	5618	2010
22113	170	1368110	3180	2010
22278	383	1533972	3946	2010
29019	562	1761207	6087	2010
29039	216	1622665	4568	2010
29232	472	1521664	3576	2010
35115	137	1545987	4441	2010
35238	2240	1704520	5237	2010
35288	782	1572575	4218	2010
56121	320	1523336	4033	2010
56260	860	1544044	4118	2010
18033	468	1702086	5928	2010
18279	112	1476682	5037	2010
28085	499	1583944	4463	2010
28134	137	1633666	5148	2010
36044	262	1753952	6292	2010
37122	183	1466058	3615	2010
37261	1253	1575422	4668	2010
41018	313	1533963	4268	2010
45147	63	1413442	3405	2010
45232	366	1478182	3857	2010
45234	1114	1560416	4458	2010
8105	243	1532250	4315	2010
10387	403	1720567	5746	2010
52121	92	1839516	9439	2010
52448	93	2274050	9326	2010
51108	225	1623116	4401	2010
51230	187	1832226	6758	2010
51454	1268	1791962	5797	2010
"2A 004"	375	1809895	6892	2010
"2B 033"	151	1754155	6106	2010
25056	736	1646595	5159	2010
25388	126	1437956	3787	2010
39198	136	1449569	3473	2010
90010	201	1677320	5417	2010
97113	114	1874252	4930	2010
97302	66	2604766	14979	2010
27229	317	1545056	4166	2010
27681	203	1506061	3922	2010
76217	201	1474098	4038	2010
76351	773	1562551	4689	2010
76451	540	1767847	5864	2010
