670180	173	1387135	4558	2005
670218	139	1249220	3354	2005
670447	99	1490787	5397	2005
670482	2036	1832759	8658	2005
680066	302	1541242	5748	2005
680224	451	1619390	6614	2005
240037	164	1300287	3644	2005
240322	164	1617395	6408	2005
330063	2444	1599675	6337	2005
330192	120	1481086	5402	2005
330529	208	1420224	4715	2005
330069	323	1471602	4998	2005
330243	163	1680276	6669	2005
330281	292	1404714	5458	2005
330318	261	1404387	4832	2005
330449	104	1284742	3528	2005
330522	175	1344378	3926	2005
330550	97	2268456	11554	2005
400192	129	1365134	4202	2005
470001	170	1449580	5181	2005
470323	125	1321077	3909	2005
640024	387	1516249	6326	2005
640102	264	1522676	5553	2005
640122	556	1424696	4762	2005
640445	595	1396115	4554	2005
30185	192	1423217	4738	2005
30190	98	1391615	4600	2005
30310	268	1308220	3860	2005
150014	155	1413802	5044	2005
430157	98	1453589	5174	2005
630113	610	1532730	6249	2005
140118	837	1619631	6689	2005
140366	91	1520191	5733	2005
500129	163	1438657	5139	2005
500502	77	1452420	4820	2005
610001	103	1512453	5628	2005
210054	187	1434501	4813	2005
210231	991	1466550	5239	2005
580194	175	1472256	4919	2005
710076	210	1420463	4904	2005
710153	76	1200610	2954	2005
710270	166	1715448	9521	2005
890024	181	1286715	3704	2005
890387	163	1466928	5066	2005
220278	283	1479603	5232	2005
290019	396	1543442	5911	2005
290232	298	2045962	15859	2005
350115	105	1379528	4356	2005
350238	1561	1571579	6244	2005
350288	515	1421156	4528	2005
560121	208	1479949	5325	2005
560260	541	1421436	4670	2005
180033	334	1643670	6637	2005
180279	92	1365377	4532	2005
280085	372	1487666	5271	2005
280134	101	1532592	6137	2005
360044	182	1759564	8826	2005
370122	128	1267307	3560	2005
370261	915	1439258	5109	2005
450234	823	1446140	4964	2005
410018	246	1371990	4352	2005
80105	196	1368806	4495	2005
100387	306	1584442	6321	2005
520121	72	1303646	3694	2005
520448	72	2194637	11212	2005
510108	164	1497550	5255	2005
510230	133	1803705	8916	2005
510454	900	1698247	7689	2005
"2A0004"	173	1837864	8502	2005
"2B0033"	78	1672979	7310	2005
250056	527	1538514	5949	2005
250388	91	1376884	4289	2005
700550	66	1299467	3686	2005
390198	92	1247458	3293	2005
900010	159	1500022	5247	2005
971113	67	1680025	6808	2005
270229	244	1442328	4969	2005
270681	144	1368640	4237	2005
760217	148	1363933	4116	2005
760259	103	1415435	4657	2005
760351	529	1521188	5665	2005
760451	374	1753295	7762	2005
760540	623	1496456	5504	2005
910027	106	1381007	4636	2005
910103	67	1246465	3270	2005
910114	238	1421618	4899	2005
910174	102	1293522	3828	2005
910201	165	1300720	3779	2005
