754101	608	2034326	11634	2003
754102	270	1427029	4687	2003
754103	731	1835671	8921	2003
754104	1072	2171685	12537	2003
758105	2117	1781595	8713	2003
758106	3476	2279169	13445	2003
757107	5458	2764010	18932	2003
756108	2863	2816558	20552	2003
754109	1283	1636107	7289	2003
754110	616	1449099	5107	2003
755111	1506	1526184	6044	2003
755112	1951	1496461	5583	2003
758113	1709	1443723	5215	2003
758114	2713	1605227	6770	2003
757115	6132	1576390	6516	2003
757116	14662	2512422	16430	2003
756117	5495	1910825	9687	2003
756118	1158	1617406	6802	2003
755119	911	1437145	5322	2003
755120	956	1310999	3887	2003
770108	138	1231329	3270	2003
770152	64	1310939	4157	2003
770284	162	1403975	4634	2003
770288	153	1449024	5592	2003
770350	73	1367118	4430	2003
770373	73	1181791	3073	2003
780126	569	1682870	7834	2003
780146	633	1542197	5991	2003
780158	721	1497313	5811	2003
780172	106	1330023	4072	2003
780208	63	1136410	2579	2003
780311	163	1161201	2689	2003
780358	590	1546479	6098	2003
780361	92	1464356	5365	2003
780423	65	1204245	3030	2003
780490	132	1325767	4151	2003
780498	149	1322111	4363	2003
780517	228	1376040	4686	2003
780551	1153	1684645	7627	2003
780586	162	1345082	4847	2003
780640	106	1220232	3201	2003
780646	2677	1611510	6845	2003
910027	76	1342664	4477	2003
910114	178	1342232	4120	2003
910174	83	1253857	3672	2003
910201	119	1336334	4153	2003
910223	88	1457791	5121	2003
910272	366	1382494	4561	2003
910377	78	1335857	4366	2003
910421	157	1375846	4830	2003
910477	198	1778586	10925	2003
910521	65	1159666	2666	2003
910549	158	1316321	3884	2003
910570	51	1260054	3497	2003
910589	152	1216664	3237	2003
910687	64	1303691	3864	2003
910691	125	1304067	4086	2003
921004	722	1435216	5100	2003
921009	287	1327926	4326	2003
921024	134	1289988	3904	2003
921025	389	1400252	4859	2003
921026	854	1345431	4294	2003
921035	241	1393961	4748	2003
921044	967	1557063	6405	2003
921050	188	1358323	4253	2003
921051	5891	2631938	18194	2003
921062	262	1483582	5918	2003
921063	1207	1462044	5359	2003
921073	433	1457707	5148	2003
922002	689	1248545	3489	2003
922007	83	1228338	3347	2003
922012	3177	1687115	7709	2003
922019	295	1358609	4536	2003
922020	186	1264223	3615	2003
922023	576	1362400	4513	2003
922032	265	1280374	3777	2003
922040	510	1477830	5282	2003
922046	100	1297236	3881	2003
922048	945	1473358	5345	2003
922049	329	1579096	7330	2003
922060	120	1462788	6937	2003
922064	1376	1992316	10487	2003
922072	565	1685629	7078	2003
922075	308	1277803	3633	2003
930001	70	1398523	4767	2003
930005	179	1392103	4901	2003
930029	79	1296483	3767	2003
930031	71	1163567	2866	2003
930032	127	1372705	4935	2003
930045	93	1471586	5592	2003
930046	100	1332141	4511	2003
930047	63	1314901	4051	2003
930048	191	1330664	4110	2003
930051	138	1260389	3601	2003
930053	59	1230064	3436	2003
930055	81	1264775	3540	2003
930064	86	1274589	3698	2003
930066	53	1495376	5248	2003
930070	63	1303582	3918	2003
930077	206	1362685	4644	2003
940002	65	1114941	2408	2003
940016	131	1257062	3565	2003
940017	206	1316695	4016	2003
940018	359	1448193	5240	2003
940022	100	1375144	5025	2003
940028	226	1345368	4314	2003
940033	596	1573119	6435	2003
940034	59	1212431	3239	2003
940038	206	1309930	4008	2003
940041	104	1414890	5247	2003
940043	65	1305619	4215	2003
940046	246	1340137	4333	2003
940052	727	1582652	6569	2003
940058	406	1436231	5174	2003
940068	1530	1528984	6467	2003
940071	193	1337266	4181	2003
940073	136	1497006	5732	2003
940076	115	1322813	3965	2003
940079	84	1355871	4430	2003
940080	819	1443320	5043	2003
940081	133	1384376	4786	2003
950018	153	1682213	8729	2003
950127	69	1230724	3301	2003
950197	129	1260891	3543	2003
950203	137	1257038	3520	2003
950219	116	1144096	2731	2003
950252	66	1781600	8546	2003
950306	94	1375393	4544	2003
950428	321	1569702	6764	2003
950500	113	1399516	4759	2003
950582	74	1180962	2878	2003
950607	99	1236954	3259	2003
80105	155	1311152	4082	2003
100387	284	1518603	5821	2003
510108	149	1394436	4512	2003
510230	116	1589395	6528	2003
510454	738	1697524	8030	2003
520121	63	1159471	2792	2003
520448	53	2830032	17187	2003
20408	97	1511885	5613	2003
20691	207	1360599	4435	2003
20722	175	1536834	5692	2003
600057	194	1709234	7477	2003
600159	330	1591796	6132	2003
800001	87	1352249	4606	2003
800021	538	1573175	6170	2003
270229	210	1403531	4993	2003
270681	125	1331184	4091	2003
760217	108	1436244	4718	2003
760259	75	1411367	4578	2003
760351	424	1541267	6313	2003
760451	296	1782806	8128	2003
760540	516	1466549	5346	2003
180033	267	1661256	7090	2003
180279	66	1469255	5027	2003
280085	281	1509713	5760	2003
280134	84	1499131	6020	2003
360044	148	1749452	8984	2003
370122	82	1293139	3855	2003
370261	725	1460344	5380	2003
410018	217	1339187	4297	2003
